64779fd1d814571ac5053f8c,2023-05-21T00:01:00.474z,-0.92039,0.68701,-0.34264,0.04461,-0.05312,0.86297
64779fd1d814571ac5053f8c,2023-05-21T00:02:00.474z,-0.61312,0.98403,0.30352,-0.57612,-0.10977,0.24298
64779fd1d814571ac5053f8c,2023-05-21T00:03:00.474z,0.96974,0.38761,0.47332,-0.08071,0.23553,-0.64049
64779fd1d814571ac5053f8c,2023-05-21T00:04:00.474z,-0.87604,0.9171,-0.14001,0.49588,0.06044,0.00862
64779fd1d814571ac5053f8c,2023-05-21T00:05:00.474z,0.5057,0.81246,-0.96693,-0.1305,0.21726,0.82863
64779fd1d814571ac5053f8c,2023-05-21T00:06:00.474z,0.39563,-0.20247,0.51327,-0.30568,-0.78405,-0.82287
64779fd1d814571ac5053f8c,2023-05-21T00:07:00.474z,0.58393,-0.64897,-0.15331,-0.54494,-0.41633,0.40745
64779fd1d814571ac5053f8c,2023-05-21T00:08:00.474z,0.44869,-0.12218,0.32099,0.54855,-0.03045,-0.95388
64779fd1d814571ac5053f8c,2023-05-21T00:09:00.474z,0.5881,0.52905,0.7433,-0.72928,-0.88797,-0.56677
64779fd1d814571ac5053f8c,2023-05-21T00:10:00.474z,0.71941,0.21324,0.16613,-0.11592,0.59203,0.47721
