64779fd1d814571ac5053f8f,2023-06-25T00:10:00.657z,-0.4699,-0.91335,0.02919,0.55038,-0.09814,-0.37245
64779fd1d814571ac5053f8f,2023-06-25T00:20:00.657z,0.62721,-0.41256,0.95466,0.10848,0.52178,0.24955
64779fd1d814571ac5053f8f,2023-06-25T00:30:00.657z,-0.96391,0.29123,0.85192,0.72437,0.91698,0.2471
64779fd1d814571ac5053f8f,2023-06-25T00:40:00.657z,-0.83648,-0.30757,-0.74054,0.22803,0.6298,0.90549
64779fd1d814571ac5053f8f,2023-06-25T00:50:00.657z,-0.41296,-0.685,-0.09943,0.61205,0.12551,-0.4332
64779fd1d814571ac5053f8f,2023-06-25T01:00:00.657z,-0.17815,-0.39481,-0.26877,0.37334,0.81625,0.56613
64779fd1d814571ac5053f8f,2023-06-25T01:10:00.657z,-0.80207,0.00293,-0.89264,0.03609,0.22446,0.18077
64779fd1d814571ac5053f8f,2023-06-25T01:20:00.657z,-0.2405,0.03402,-0.33877,-0.87974,-0.81951,-0.55389
64779fd1d814571ac5053f8f,2023-06-25T01:30:00.657z,-0.16864,0.05745,-0.85052,0.04337,0.51025,-0.18899
64779fd1d814571ac5053f8f,2023-06-25T01:40:00.657z,0.54548,-0.88517,0.55063,-0.25605,-0.40535,-0.22181
