64779fd1d814571ac5053f8d,2023-06-17T00:10:00.297z,0.0266,0.25252,0.34806,-0.18765,0.92466,0.76852
64779fd1d814571ac5053f8d,2023-06-17T00:20:00.297z,0.42039,-0.8657,-0.35084,0.49028,0.43129,-0.21338
64779fd1d814571ac5053f8d,2023-06-17T00:30:00.297z,0.6414,-0.93093,0.41841,0.91465,-0.37791,0.01399
64779fd1d814571ac5053f8d,2023-06-17T00:40:00.297z,0.73951,-0.96851,-0.15874,0.8018,-0.20604,0.35841
64779fd1d814571ac5053f8d,2023-06-17T00:50:00.297z,-0.15823,0.71063,-0.55209,0.50858,-0.15584,-0.08268
64779fd1d814571ac5053f8d,2023-06-17T01:00:00.297z,-0.16318,-0.7254,0.85008,0.52402,0.14123,0.31321
64779fd1d814571ac5053f8d,2023-06-17T01:10:00.297z,-0.85686,-0.74609,-0.46772,0.06956,0.26684,-0.98436
64779fd1d814571ac5053f8d,2023-06-17T01:20:00.297z,-0.37763,-0.08399,0.52746,0.31167,-0.00793,0.64035
64779fd1d814571ac5053f8d,2023-06-17T01:30:00.297z,-0.83482,0.82301,-0.88605,-0.50441,-0.50838,0.73709
64779fd1d814571ac5053f8d,2023-06-17T01:40:00.297z,-0.75889,0.7995,-0.38753,-0.51464,0.58129,-0.68182
