64779fd1d814571ac5053f8c,2023-03-11T00:10:00.955z,-0.7647,0.59817,-0.7643,0.77281,0.64411,0.60695
64779fd1d814571ac5053f8c,2023-03-11T00:20:00.955z,0.94853,0.88077,0.86712,0.47304,0.9659,0.02939
64779fd1d814571ac5053f8c,2023-03-11T00:30:00.955z,0.34259,0.85036,-0.90756,0.67424,0.17201,-0.72962
64779fd1d814571ac5053f8c,2023-03-11T00:40:00.955z,-0.5303,-0.59668,0.29662,-0.83252,-0.46218,-0.89396
64779fd1d814571ac5053f8c,2023-03-11T00:50:00.955z,-0.53653,-0.05286,0.98546,0.78444,-0.51269,-0.14222
64779fd1d814571ac5053f8c,2023-03-11T01:00:00.955z,0.75204,-0.90627,0.52656,0.3933,0.92101,-0.41932
64779fd1d814571ac5053f8c,2023-03-11T01:10:00.955z,-0.4453,-0.09115,-0.09645,0.63347,-0.49612,0.04665
64779fd1d814571ac5053f8c,2023-03-11T01:20:00.955z,-0.16649,0.95341,-0.46371,-0.44571,-0.59195,-0.31703
64779fd1d814571ac5053f8c,2023-03-11T01:30:00.955z,-0.31197,-0.50808,-0.02134,-0.78787,0.7461,-0.07947
64779fd1d814571ac5053f8c,2023-03-11T01:40:00.955z,-0.3089,0.87856,0.9109,-0.40524,-0.04272,-0.23351
