64779fd2d814571ac5053f91,2023-06-27T00:10:00.997z,0.71131,0.49006,-0.25688,-0.33271,0.6193,-0.52926
64779fd2d814571ac5053f91,2023-06-27T00:20:00.997z,0.98638,0.47444,-0.12278,0.96389,-0.25544,0.72679
64779fd2d814571ac5053f91,2023-06-27T00:30:00.997z,0.59611,-0.26946,-0.51161,-0.53508,-0.53779,0.06517
64779fd2d814571ac5053f91,2023-06-27T00:40:00.997z,0.00011,0.92706,0.1904,0.5213,0.30527,-0.10413
64779fd2d814571ac5053f91,2023-06-27T00:50:00.997z,-0.74838,-0.06189,-0.61131,-0.65169,-0.81893,-0.04463
64779fd2d814571ac5053f91,2023-06-27T01:00:00.997z,-0.02291,0.34398,-0.1258,-0.20657,-0.1896,-0.78234
64779fd2d814571ac5053f91,2023-06-27T01:10:00.997z,0.44864,0.60975,-0.6382,0.2807,0.91521,0.07475
64779fd2d814571ac5053f91,2023-06-27T01:20:00.997z,0.17795,0.93606,0.38455,0.53228,-0.48147,-0.56394
64779fd2d814571ac5053f91,2023-06-27T01:30:00.997z,0.90364,0.39286,0.21448,0.71532,0.40165,0.87573
64779fd2d814571ac5053f91,2023-06-27T01:40:00.997z,-0.94879,0.43943,0.09768,0.93057,0.38161,0.89351
