64779fd1d814571ac5053f8e,2023-07-26T00:01:00.652z,0.67978,0.9763,-0.51168,-0.40718,-0.6391,-0.06311
64779fd1d814571ac5053f8e,2023-07-26T00:02:00.652z,0.81042,0.39702,-0.90091,-0.60603,-0.2982,0.80748
64779fd1d814571ac5053f8e,2023-07-26T00:03:00.652z,-0.40512,-0.17064,-0.76132,0.07381,0.79335,0.8717
64779fd1d814571ac5053f8e,2023-07-26T00:04:00.652z,0.84321,0.17929,0.96759,0.97394,0.71699,-0.30336
64779fd1d814571ac5053f8e,2023-07-26T00:05:00.652z,-0.03594,-0.08176,-0.18539,-0.48643,-0.88571,0.77308
64779fd1d814571ac5053f8e,2023-07-26T00:06:00.652z,0.48714,-0.68246,0.75634,0.3727,0.76554,-0.94265
64779fd1d814571ac5053f8e,2023-07-26T00:07:00.652z,0.72903,-0.14299,-0.60778,0.08438,0.61075,0.95503
64779fd1d814571ac5053f8e,2023-07-26T00:08:00.652z,0.70108,0.24558,0.86362,0.83774,0.18883,0.02926
64779fd1d814571ac5053f8e,2023-07-26T00:09:00.652z,-0.19248,0.90602,-0.33486,0.18056,0.72382,0.27462
64779fd1d814571ac5053f8e,2023-07-26T00:10:00.652z,0.09448,-0.63308,-0.19539,-0.53897,-0.48835,0.73886
