64779fd1d814571ac5053f8d,2023-07-17T00:01:00.956z,-0.09349,-0.80264,0.85624,-0.51231,0.59877,-0.11692
64779fd1d814571ac5053f8d,2023-07-17T00:02:00.956z,-0.08594,0.4061,0.6628,0.49777,0.4786,0.04435
64779fd1d814571ac5053f8d,2023-07-17T00:03:00.956z,0.9159,-0.40887,0.26319,-0.69928,0.93234,0.88949
64779fd1d814571ac5053f8d,2023-07-17T00:04:00.956z,0.87244,0.8763,-0.82233,-0.6571,-0.28256,-0.8139
64779fd1d814571ac5053f8d,2023-07-17T00:05:00.956z,0.54508,0.00153,-0.12458,0.45852,-0.10891,-0.68129
64779fd1d814571ac5053f8d,2023-07-17T00:06:00.956z,0.53712,0.79953,-0.76054,-0.04955,0.02516,0.72399
64779fd1d814571ac5053f8d,2023-07-17T00:07:00.956z,-0.44822,0.8428,-0.10672,-0.24082,0.47835,0.73923
64779fd1d814571ac5053f8d,2023-07-17T00:08:00.956z,0.86922,0.40901,0.69716,0.27538,-0.82353,-0.3231
64779fd1d814571ac5053f8d,2023-07-17T00:09:00.956z,-0.62669,-0.73161,-0.06079,-0.47871,-0.63541,0.66824
64779fd1d814571ac5053f8d,2023-07-17T00:10:00.956z,0.76957,-0.69197,-0.64315,-0.77624,-0.0719,-0.82286
